Internal SKU,Brand/Vendor,Product Type,Product Title,Price (USD)
INF-TYS-CAD-2026,Taylor Stitch,Wovens,The Cadet Shirt in Washed Indigo Oxford,103.6
INF-TYS-EAS-2026,Taylor Stitch,Bottoms,The Easy Pant in Black Indigo Chambray,148.0
INF-TYS-EAS-2026,Taylor Stitch,Bottoms,The Easy Pant in Washed Indigo Chambray,148.0
INF-TYS-SLU-2026,Taylor Stitch,Knits,The Slub Tee in Smoked Olive,60.0
INF-TYS-SLU-2026,Taylor Stitch,Knits,The Slub Tee in White,60.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Brick Sashiko,155.0
INF-TYS-GOL-2026,Taylor Stitch,Outerwear,The Golden Bear Snap Bomber in Ivy Wool,698.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Steel Jaspe Check,94.5
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Marine Stripe,94.5
INF-TYS-BRE-2026,Taylor Stitch,Bottoms,The Breakwater Pant in Charcoal Sashiko,128.0
INF-TYS-BRE-2026,Taylor Stitch,Bottoms,The Breakwater Pant in Black Cherry Sashiko,128.0
INF-TYS-BRE-2026,Taylor Stitch,Bottoms,The Breakwater Pant in Rinsed Indigo Sashiko,128.0
INF-TYS-JAC-2026,Taylor Stitch,Outerwear,The Jackson Jacket in Rinsed Indigo French Terry Stripe,159.6
INF-TYS-RUG-2026,Taylor Stitch,Knits,The Rugby Shirt in Ivy,89.6
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Foundation Pant in Organic Faded Black,138.0
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Foundation Pant in Organic Khaki,138.0
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Foundation Pant in Organic Smoked Olive,138.0
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Foundation Pant in Organic Espresso,138.0
INF-TYS-CHA-2026,Taylor Stitch,Knits,The Chatham Crew in Marine Stripe Jacquard,131.6
INF-TYS-ROP-2026,Taylor Stitch,Outerwear,The Roper Jacket in Vintage Wash Organic Selvedge,166.6
INF-TYS-RUG-2026,Taylor Stitch,Knits,The Rugby Shirt in Coal,128.0
INF-TYS-DEC-2026,Taylor Stitch,Bottoms,The Deck Pant in Dark Navy Bedford Cord,88.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Indigo Micro Check Oxford,79.2
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Indigo Check Linen,81.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Rinsed Indigo Stripe Chambray,94.5
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seawall Hand-Knit Sweater in Heather Graphite,548.0
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Marsh Guncheck Harris Tweed Wool,398.0
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Midnight Tartan Harris Tweed Wool,398.0
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Sweater in Navy Fair Isle Wool,94.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Natural Sashiko,128.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Charcoal Sashiko,128.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Dried Cherry Twill,88.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Dark Navy Twill,88.8
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Rust,131.6
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Coffee Twist,188.0
INF-TYS-MAR-2026,Taylor Stitch,Bottoms,The Mariner Jean in Rinsed Organic Selvedge,188.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Sand Herringbone,81.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Ginger Herringbone,81.0
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Shop Hoodie in Faded Black,87.0
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Shop Hoodie in Dried Cherry,87.0
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Craftsman Shirt in Fern Plaid,72.5
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Craftsman Shirt in Brick Plaid,72.5
INF-TYS-APR-2026,Taylor Stitch,Accessories,The Apres Robe in Navy Sashiko,168.0
INF-TYS-APR-2026,Taylor Stitch,Accessories,The Apres Robe in Charcoal Sashiko,168.0
INF-TYS-LON-2026,Taylor Stitch,Knits,The Long Sleeve Shop Tee in Oat Twist,48.0
INF-TYS-LON-2026,Taylor Stitch,Knits,The Long Sleeve Shop Tee in Coal Twist,48.0
INF-TYS-LON-2026,Taylor Stitch,Knits,The Long Sleeve Shop Tee in Army Twist,48.0
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seafarer Sweater in Charcoal Donegal,112.8
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seafarer Sweater in Natural Donegal,112.8
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carmel Pant in Timber Guncheck Italian Wool,118.8
INF-TYS-COL-2026,Taylor Stitch,Outerwear,The Coleman Jacket in Dark Chocolate Shearling Suede,1048.0
INF-TYS-CON-2026,Taylor Stitch,Wovens,The Connor Overshirt in Dark Navy Boucle,124.8
INF-TYS-CON-2026,Taylor Stitch,Wovens,The Connor Overshirt in Heather Olive Boucle,124.8
INF-TYS-WAT-2026,Taylor Stitch,Outerwear,The Waterfront Jacket in Evergreen Plaid Wool,178.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Pine Pincord,82.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Rinsed Indigo Pincord,82.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Coal Check Pincord,82.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Burgundy Pincord,82.8
INF-TYS-FIS-2026,Taylor Stitch,Accessories,The Fisherman Beanie in Heather Coal,40.8
INF-TYS-FIS-2026,Taylor Stitch,Accessories,The Fisherman Beanie in Heather Fog,40.8
INF-TYS-FIS-2026,Taylor Stitch,Accessories,The Fisherman Beanie in Heather Army,40.8
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Cardigan in Heather Graphite Wool,94.0
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Cardigan in Heather Port Wool,112.8
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Mariner Coat in Sable Melton Wool,348.6
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Jean in Washed Black Organic Slub Selvedge,106.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Washed Black Organic Slub Selvedge,131.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Jaspe University Stripe Oxford,94.5
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Jaspe Check Oxford,94.5
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Burgundy Plaid Wool,104.0
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Ranger Twill Wool,124.8
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Heather Charcoal Wool,124.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Cypress Sashiko,128.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Rinsed Indigo Selvedge,112.8
INF-TYS-GLA-2026,Taylor Stitch,Wovens,The Glacier Shirt in Washed Indigo Selvedge Denim,88.8
INF-TYS-FIR-2026,Taylor Stitch,Accessories,The Fireside Scarf in Butterscotch Plaid,52.8
INF-TYS-FIR-2026,Taylor Stitch,Accessories,The Fireside Scarf in Highland Navy Plaid,44.0
INF-TYS-FIR-2026,Taylor Stitch,Accessories,The Fireside Scarf in Currant Plaid,44.0
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Sweater in Heather Night Wool,106.8
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Sweater in Heather Port Wool,106.8
INF-TYS-EAS-2026,Taylor Stitch,Knits,The Eastmoor Sweater in Heather Ivory Wool,89.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Long Sleeve Tee in Faded Black,70.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Long Sleeve Tee in Vintage White,70.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Long Sleeve Tee in Navy,70.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Long Sleeve Tee in Heather Oat,70.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Burgundy Corduroy,93.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Fatigue Olive Corduroy,93.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Bourbon Corduroy,93.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Summit Orange Waffle,51.0
INF-TYS-DIV-2026,Taylor Stitch,Wovens,The Division Shirt in Rinsed Indigo,142.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Jacket in Navy Chipped Canvas,148.8
INF-TYS-DIV-2026,Taylor Stitch,Wovens,The Division Shirt in Rinsed Indigo Plaid,71.0
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Dried Cherry Moleskin,148.8
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Black Indigo Waffle,208.0
INF-TYS-DIV-2026,Taylor Stitch,Wovens,The Division Shirt in Washed Indigo Check,85.2
INF-TYS-DOW-2026,Taylor Stitch,Outerwear,The Down Vest in Brick Red Waxed Ripstop,598.0
INF-TYS-DOW-2026,Taylor Stitch,Outerwear,The Down Sweater in Olive Waxed Ripstop,798.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Shop Tee in Coal Twist,65.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Burgundy Waffle,82.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Plaid Waffle,96.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Fatigue Olive Waffle,69.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Shop Tee in Oat Twist,65.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Shop Tee in Army Twist,65.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Shop Tee in Navy Twist,65.0
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Rinsed Organic Selvedge,228.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Coal Plaid,88.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Pine Twist,88.8
INF-TYS-SID-2026,Taylor Stitch,Knits,The Sidecountry Crew in Heather Graphite Merino Waffle,118.8
INF-TYS-SID-2026,Taylor Stitch,Knits,The Sidecountry Crew in Heather Marsh Merino Waffle,118.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Coal Double Cloth,76.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Burgundy Double Cloth,76.8
INF-TYS-CUT-2026,Taylor Stitch,Wovens,The Cutter Overshirt in Stone Plaid,178.0
INF-TYS-CUT-2026,Taylor Stitch,Wovens,The Cutter Overshirt in Timber Plaid,178.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Oat Donegal,82.8
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Heather Sable Buffalo Check,82.8
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Summit Orange,69.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Slate,82.8
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Charcoal Sashiko,155.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Black Indigo Sashiko,108.5
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Mulch Sashiko,93.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Washed Indigo Chambray,135.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Black Indigo Oxford,132.0
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Gravel Herringbone Wool,112.8
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Heather Charcoal Wool,112.8
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Dark Navy Waffle,85.0
INF-TYS-ORR-2026,Taylor Stitch,Knits,The Orr Sweater in Marled Marine Merino,154.8
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Dark Navy Corduroy,148.8
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Bourbon Corduroy,124.0
INF-TYS-STE-2026,Taylor Stitch,Bottoms,The Stevens Trouser in Black Olive Wool Flannel,148.8
INF-TYS-STE-2026,Taylor Stitch,Outerwear,The Stevens Sportcoat in Black Olive Wool Flannel,224.0
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Dark Navy Moleskin Twill,99.0
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Vintage White Moleskin Twill,118.8
INF-TYS-CPO-2026,Taylor Stitch,Wovens,The CPO Shirt in Heather Slate Twill,89.0
INF-TYS-CPO-2026,Taylor Stitch,Wovens,The CPO Shirt in Heather Ash Twill,89.0
INF-TYS-FIS-2026,Taylor Stitch,Knits,The Fisherman Sweater in Taupe Merino,154.8
INF-TYS-FIS-2026,Taylor Stitch,Knits,The Fisherman Sweater in Heather Brick Merino,154.8
INF-TYS-FIS-2026,Taylor Stitch,Knits,The Fisherman Shawl Cardigan in Heather Coal Merino,166.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Black Indigo Sashiko,128.0
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Crater Shirt in Brick Plaid,138.0
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Crater Shirt in Forest Plaid,82.8
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Bourbon Corduroy,84.0
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Fatigue Olive Corduroy,100.8
INF-TYS-MAR-2026,Taylor Stitch,Knits,The Mariner Cardigan in Heather Loden Slub,118.8
INF-TYS-EVA-2026,Taylor Stitch,Knits,The Evans Henley in Charcoal Birdseye Wool,100.8
INF-TYS-EVA-2026,Taylor Stitch,Knits,The Evans Crew in Navy Birdseye Wool,82.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Cardinal Plaid Flannel,138.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Autumn Pine Plaid Flannel,67.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Boxer in Heather Army,30.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Natural Sashiko,155.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Cypress Sashiko,93.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Rinsed Indigo Sashiko,155.0
INF-TYS-EVA-2026,Taylor Stitch,Outerwear,The Evans Blazer in Navy Birdseye Wool,142.8
INF-TYS-EVA-2026,Taylor Stitch,Outerwear,The Evans Blazer in Charcoal Birdseye Wool,142.8
INF-TYS-NEW-2026,Taylor Stitch,Knits,The Newton Sweater Polo in Dried Cherry Merino,106.8
INF-TYS-NEW-2026,Taylor Stitch,Knits,The Newton Sweater Polo in Midnight Merino,89.0
INF-TYS-FIE-2026,Taylor Stitch,Wovens,The Field Overshirt in Mushroom Ripstop,165.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Long Sleeve Tee in Heather Army,54.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Long Sleeve Tee in Heather Black,45.36
INF-TYS-MOT-2026,Taylor Stitch,Outerwear,The Moto Jacket in Whiskey Steerhide,1248.0
INF-TYS-RID-2026,Taylor Stitch,Knits,The Ridgeline Merino Half Zip in Field Olive,79.0
INF-TYS-RID-2026,Taylor Stitch,Bottoms,The Ridgeline Short in Coal,49.0
INF-TYS-RID-2026,Taylor Stitch,Wovens,The Ridgeline Overshirt in Fatigue Olive,118.8
INF-TYS-RID-2026,Taylor Stitch,Knits,The Ridgeline Merino Hoodie in Coal,82.8
INF-TYS-RID-2026,Taylor Stitch,Outerwear,The Ridgeline Jacket in Coal,136.8
INF-TYS-INS-2026,Taylor Stitch,Outerwear,The Insulated Bomber Jacket in Fatigue Olive Dry Wax,172.8
INF-TYS-INS-2026,Taylor Stitch,Outerwear,The Insulated Bomber Jacket in Dark Navy Dry Wax,172.8
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Washed Black Organic Slub Selvedge,106.8
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Jean in Washed Black Organic Slub Selvedge,106.8
INF-TYS-SUR-2026,Taylor Stitch,Wovens,The Surplus Shirt in Faded Black Reverse Sateen,88.8
INF-TYS-SUR-2026,Taylor Stitch,Wovens,The Surplus Shirt in Field Olive Reverse Sateen,148.0
INF-TYS-EDD-2026,Taylor Stitch,Knits,The Eddy Crew in Heather Marine Herringbone,89.0
INF-TYS-EDD-2026,Taylor Stitch,Knits,The Eddy Crew in Coffee Herringbone,106.8
INF-TYS-HYD-2026,Taylor Stitch,Wovens,The Hyde Shirt in White Pinpoint Oxford,145.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Heather Coal Quilted Jersey,82.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Heather Midnight Quilted Jersey,82.8
INF-TYS-GOO-2026,Taylor Stitch,Bottoms,The Good Acre Chore Pant in Black Canvas,198.0
INF-TYS-GOO-2026,Taylor Stitch,Bottoms,The Good Acre Chore Pant in Natural Canvas,198.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Sock in Burgundy,16.8
INF-TYS-DIV-2026,Taylor Stitch,Wovens,The Division Shirt in Black Indigo Check,71.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Dark Forest Houndstooth,81.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Dark Navy Houndstooth,67.5
INF-TYS-EDD-2026,Taylor Stitch,Knits,The Eddy Cardigan in Heather Charcoal Herringbone,99.0
INF-TYS-RYD-2026,Taylor Stitch,Outerwear,The Ryder Jacket in Coal Chipped Canvas,218.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Coal,82.8
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Wetlands Plaid,82.8
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Dark Forest,82.8
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Port Plaid,82.8
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Vintage White Waffle,85.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Fatigue Olive Waffle,85.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Burgundy Waffle,51.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Crew in Faded Black Waffle,85.0
INF-TYS-SUR-2026,Taylor Stitch,Bottoms,The Surplus Pant in Field Olive Reverse Sateen,148.0
INF-TYS-SUR-2026,Taylor Stitch,Bottoms,The Surplus Pant in Faded Black Reverse Sateen,148.0
INF-TYS-LON-2026,Taylor Stitch,Knits,The Long Sleeve Polo in Indigo Knit Stripe,125.0
INF-TYS-RUG-2026,Taylor Stitch,Knits,The Rugby Shirt in Heather Grey,128.0
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Black Indigo Terry,82.8
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Rinsed Indigo Terry,82.8
INF-TYS-CAN-2026,Taylor Stitch,Accessories,The Candle in Drift,48.0
INF-TYS-CAN-2026,Taylor Stitch,Accessories,The Candle in Haven,48.0
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Jean in Rigid Organic Selvedge,124.6
INF-TYS-STR-2026,Taylor Stitch,Bottoms,The Straight Jean in Mid Wash Organic Selvedge,178.0
INF-TYS-CLA-2026,Taylor Stitch,Outerwear,The Clark Bomber in Soil Moleskin,148.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Deep Indigo Plaid Waffle,69.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Forest Waffle,82.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Vintage White Waffle,138.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Waffle,138.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Short Sleeve Crew in Faded Black Waffle,70.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Short Sleeve Crew in Fatigue Olive Waffle,70.0
INF-TYS-SUR-2026,Taylor Stitch,Outerwear,The Surplus Jacket in Field Olive Reverse Sateen,154.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Army Linen Tweed,74.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Black Coffee Linen Tweed,74.0
INF-TYS-FOU-2026,Taylor Stitch,Outerwear,The Foundation Sportcoat in Organic Espresso Twill,99.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in White,55.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in Black,55.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Tote in Organic Faded Black,88.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Tote in Organic Khaki,88.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Tote in Organic Smoked Olive,88.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Tote in Organic Navy,88.0
INF-TYS-FOU-2026,Taylor Stitch,Wovens,The Foundry Shirt in Rinsed Indigo Chambray,138.0
INF-TYS-FOU-2026,Taylor Stitch,Wovens,The Foundry Shirt in Natural Chambray,138.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Polo in Heather Army,82.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Rinsed Indigo Plaid Oxford,79.2
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Navy,69.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Smoked Olive,138.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Espresso,138.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Khaki,138.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Faded Black,138.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Organic Navy,69.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Organic Smoked Olive,138.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Organic Espresso,138.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Organic Khaki,138.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Organic Faded Black,138.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Coal Chipped Canvas,148.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Stone Chipped Canvas,148.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Aged Penny Chipped Canvas,148.0
INF-TYS-TOM-2026,Taylor Stitch,Bottoms,The Tommie Short in Faded Black Broken Twill,76.8
INF-TYS-PAC-2026,Taylor Stitch,Knits,The Pacific Polo in Washed Indigo Pique,58.8
INF-TYS-PAC-2026,Taylor Stitch,Knits,The Pacific Polo in Black Indigo Pique,58.8
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Heather Navy,61.6
INF-TYS-CHO-2026,Taylor Stitch,Bottoms,The Chore Pant in Stone Chipped Canvas,148.0
INF-TYS-CHO-2026,Taylor Stitch,Bottoms,The Chore Pant in Coal Chipped Canvas,148.0
INF-TYS-CHO-2026,Taylor Stitch,Bottoms,The Chore Pant in Aged Penny Chipped Canvas,148.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve Carter in Hibiscus,76.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Blue Agave,76.8
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Heather Black,61.6
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Saffron,20.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Henley in Heather Navy,57.5
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Henley in Heather Black,57.5
INF-TYS-RYD-2026,Taylor Stitch,Outerwear,The Ryder Jacket in Tobacco Chipped Canvas,218.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Stone Chipped Canvas,178.0
INF-TYS-VAL-2026,Taylor Stitch,Knits,The Valencia Sweater Polo in Coal Scallop,88.8
INF-TYS-CON-2026,Taylor Stitch,Wovens,The Conrad Shirt in Vintage White Dobby Stripe,76.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Aged Penny Chipped Canvas,178.0
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Navy Diamond,16.8
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Dried Cherry Diamond,16.8
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Smoked Olive Pindot,16.8
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Honey Pindot,16.8
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Polo in Black Cherry,34.8
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Polo in Heather Oat,29.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Polo in Olive,34.8
INF-TYS-SLU-2026,Taylor Stitch,Knits,The Slub Tee in Washed Indigo,60.0
INF-TYS-SER-2026,Taylor Stitch,Accessories,The Sergio in Demi Amber,195.0
INF-TYS-SER-2026,Taylor Stitch,Accessories,The Sergio in Black,195.0
INF-TYS-SLU-2026,Taylor Stitch,Knits,The Slub Tee in Rinsed Indigo,60.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Heather Coal Cord,70.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Heather Moss Cord,59.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Heather Oat Cord,70.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Navy Chipped Canvas,178.0
